order_id,customer_id,order_date,offer_type,channel,revenue,cost,status
ORD_5623,CUST_717,2025-01-24,Media Package,Partnership,95.53,44.52,Refunded
ORD_5624,CUST_479,2025-03-04,Creative Studio,LinkedIn,380.04,162.1,Refunded
ORD_5625,CUST_79,2024-07-22,Media Package,TikTok,339.24,144.29,Refunded
ORD_5626,CUST_1213,2025-06-02,Membership,Instagram,274.52,143.79,Completed
ORD_5627,CUST_941,2024-08-22,Media Package,Instagram,321.1,147.68,Refunded
ORD_5628,CUST_781,2025-03-15,Media Package,TikTok,380.1,222.35,Refunded
ORD_5629,CUST_47,2025-05-21,Membership,Google Search,138.34,57.91,Cancelled
ORD_5630,CUST_359,2024-11-02,Media Package,Partnership,225.84,83.74,Completed
ORD_5631,CUST_711,2024-01-31,Corporate Package,Event Walk-in,440.09,222.3,Completed
ORD_5632,CUST_1462,2025-04-29,Creative Studio,Instagram,391.84,231.01,Completed
ORD_5633,CUST_1486,2025-06-04,Partner Offer,Event Walk-in,212.31,71.84,Completed
ORD_5634,CUST_776,2024-06-11,Workshop,Event Walk-in,473.86,318.46,Completed
ORD_5635,CUST_1058,2024-08-11,Media Package,Referral,198.65,88.35,Completed
ORD_5636,CUST_834,2024-11-03,Membership,Event Walk-in,416.15,148.29,Cancelled
ORD_5637,CUST_1124,2025-03-16,Partner Offer,Event Walk-in,262.37,124.81,Completed
ORD_5638,CUST_743,2024-02-02,Creative Studio,Event Walk-in,277.71,164.74,Completed
ORD_5639,CUST_1161,2024-11-08,Creative Studio,Event Walk-in,454.52,266.45,Completed
ORD_5640,CUST_1266,2024-02-02,Media Package,LinkedIn,320.1,135.39,Completed
ORD_5641,CUST_293,2025-02-14,Media Package,TikTok,420.99,234.91,Completed
ORD_5642,CUST_147,2024-01-09,Event Ticket,Google Search,58.02,30.57,Completed
ORD_5643,CUST_684,2024-06-25,Partner Offer,Partnership,326.52,183.9,Completed
ORD_5644,CUST_275,2024-07-19,Media Package,TikTok,56.03,17.96,Completed
ORD_5645,CUST_1349,2025-04-02,Membership,TikTok,444.92,228.89,Completed
ORD_5646,CUST_682,2024-05-25,Corporate Package,Instagram,166.58,102.8,Completed
ORD_5647,CUST_1482,2024-10-03,Media Package,TikTok,137.45,74.64,Refunded
ORD_5648,CUST_532,2024-01-05,Membership,Instagram,482.9,248.44,Refunded
ORD_5649,CUST_435,2024-03-05,Creative Studio,Instagram,215.9,76.13,Completed
ORD_5650,CUST_724,2024-12-25,Event Ticket,Referral,110.72,56.73,Completed
ORD_5651,CUST_358,2024-05-15,Media Package,Event Walk-in,240.65,150.39,Completed
ORD_5652,CUST_713,2024-11-03,Partner Offer,LinkedIn,177.68,111.39,Completed
ORD_5653,CUST_1079,2024-07-08,Partner Offer,Instagram,256.66,78.19,Completed
ORD_5654,CUST_530,2024-08-02,Creative Studio,LinkedIn,107.5,57.88,Refunded
ORD_5655,CUST_1391,2024-05-22,Partner Offer,Event Walk-in,154.16,88.0,Completed
ORD_5656,CUST_1279,2024-08-26,Workshop,TikTok,57.42,23.33,Completed
ORD_5657,CUST_120,2024-12-04,Membership,Partnership,96.04,61.35,Completed
ORD_5658,CUST_1126,2024-04-12,Event Ticket,Event Walk-in,373.13,217.67,Completed
ORD_5659,CUST_627,2024-12-27,Media Package,TikTok,298.91,186.07,Completed
ORD_5660,CUST_65,2024-06-19,Creative Studio,Event Walk-in,55.68,25.05,Completed
ORD_5661,CUST_825,2025-04-16,Workshop,Partnership,498.48,161.62,Completed
ORD_5662,CUST_119,2025-03-20,Corporate Package,TikTok,480.4,211.04,Completed
ORD_5663,CUST_621,2024-07-06,Workshop,Instagram,374.86,120.04,Completed
ORD_5664,CUST_833,2024-02-22,Media Package,Instagram,336.14,122.74,Completed
ORD_5665,CUST_1073,2025-06-25,Membership,LinkedIn,457.13,225.77,Completed
ORD_5666,CUST_497,2024-12-24,Creative Studio,TikTok,277.68,178.85,Completed
ORD_5667,CUST_457,2024-03-23,Membership,Event Walk-in,39.75,27.78,Completed
ORD_5668,CUST_1361,2024-02-11,Workshop,Event Walk-in,406.82,230.11,Completed
ORD_5669,CUST_17,2024-03-23,Media Package,Instagram,359.09,149.22,Completed
ORD_5670,CUST_428,2024-03-21,Media Package,Event Walk-in,309.55,152.17,Refunded
ORD_5671,CUST_371,2024-11-07,Creative Studio,TikTok,26.21,10.13,Completed
ORD_5672,CUST_137,2024-08-13,Media Package,Google Search,327.2,188.45,Completed
ORD_5673,CUST_1300,2025-03-03,Event Ticket,Event Walk-in,20.99,8.05,Completed
ORD_5674,CUST_1234,2024-04-20,Creative Studio,Referral,75.22,47.73,Completed
ORD_5675,CUST_1294,2025-03-28,Membership,Partnership,153.77,83.43,Completed
ORD_5676,CUST_419,2024-05-23,Corporate Package,Instagram,66.84,39.22,Completed
ORD_5677,CUST_501,2025-05-02,Creative Studio,TikTok,249.89,110.95,Completed
ORD_5678,CUST_798,2024-06-19,Workshop,Partnership,85.54,43.12,Completed
ORD_5679,CUST_1285,2024-04-13,Event Ticket,LinkedIn,192.35,111.74,Completed
ORD_5680,CUST_975,2025-06-10,Membership,TikTok,193.47,94.28,Completed
ORD_5681,CUST_280,2025-03-28,Creative Studio,Instagram,100.23,34.95,Completed
ORD_5682,CUST_1427,2024-03-01,Creative Studio,Instagram,400.26,227.12,Completed
ORD_5683,CUST_550,2025-03-17,Membership,LinkedIn,73.4,49.34,Completed
ORD_5684,CUST_13,2024-08-28,Partner Offer,Instagram,292.51,158.94,Completed
ORD_5685,CUST_85,2024-03-16,Creative Studio,Partnership,347.66,235.5,Completed
ORD_5686,CUST_949,2024-03-01,Creative Studio,TikTok,275.83,109.03,Completed
ORD_5687,CUST_1176,2024-12-03,Media Package,Event Walk-in,391.1,205.63,Completed
ORD_5688,CUST_553,2024-05-26,Partner Offer,Event Walk-in,309.35,127.73,Completed
ORD_5689,CUST_758,2025-03-04,Creative Studio,LinkedIn,436.98,182.62,Completed
ORD_5690,CUST_949,2024-04-12,Partner Offer,TikTok,411.75,184.57,Cancelled
ORD_5691,CUST_432,2024-08-08,Membership,Google Search,115.49,40.35,Completed
ORD_5692,CUST_1149,2025-06-27,Partner Offer,Instagram,376.65,163.17,Completed
ORD_5693,CUST_693,2024-02-09,Creative Studio,Instagram,314.09,140.53,Completed
ORD_5694,CUST_160,2024-04-02,Media Package,TikTok,24.27,13.0,Completed
ORD_5695,CUST_1401,2024-02-28,Event Ticket,Instagram,357.72,137.35,Completed
ORD_5696,CUST_458,2024-09-05,Creative Studio,Google Search,271.53,162.64,Completed
ORD_5697,CUST_116,2024-05-28,Media Package,TikTok,401.79,242.58,Completed
ORD_5698,CUST_321,2024-08-31,Event Ticket,Google Search,307.47,135.78,Completed
ORD_5699,CUST_1056,2025-04-27,Creative Studio,Instagram,93.02,61.12,Completed
ORD_5700,CUST_81,2025-01-22,Media Package,LinkedIn,312.63,99.36,Completed
ORD_5701,CUST_945,2024-03-06,Event Ticket,Event Walk-in,130.64,67.44,Completed
ORD_5702,CUST_494,2024-01-25,Workshop,Event Walk-in,84.71,32.81,Completed
ORD_5703,CUST_605,2024-07-17,Corporate Package,Instagram,273.11,156.18,Completed
ORD_5704,CUST_275,2024-07-26,Media Package,TikTok,63.59,30.3,Completed
ORD_5705,CUST_1164,2025-01-16,Membership,Referral,391.33,236.98,Completed
ORD_5706,CUST_659,2024-02-09,Media Package,LinkedIn,446.28,225.84,Refunded
ORD_5707,CUST_1444,2025-05-10,Media Package,Instagram,274.49,132.34,Completed
ORD_5708,CUST_64,2024-04-19,Creative Studio,Partnership,460.83,208.45,Completed
ORD_5709,CUST_793,2024-04-27,Partner Offer,Google Search,468.85,170.53,Refunded
ORD_5710,CUST_182,2024-05-09,Creative Studio,Partnership,429.38,185.38,Completed
ORD_5711,CUST_681,2024-12-13,Workshop,Partnership,448.54,288.25,Refunded
ORD_5712,CUST_968,2024-08-06,Corporate Package,Instagram,119.84,36.1,Completed
ORD_5713,CUST_474,2025-03-13,Event Ticket,TikTok,158.08,75.31,Completed
ORD_5714,CUST_1095,2024-02-24,Workshop,Instagram,316.0,202.6,Completed
ORD_5715,CUST_1250,2024-06-08,Event Ticket,LinkedIn,225.03,91.92,Completed
ORD_5716,CUST_925,2024-09-09,Creative Studio,Instagram,383.7,135.95,Refunded
ORD_5717,CUST_334,2024-11-25,Creative Studio,LinkedIn,75.59,33.1,Completed
ORD_5718,CUST_1301,2025-03-21,Workshop,Instagram,26.58,13.35,Completed
ORD_5719,CUST_1473,2024-01-28,Creative Studio,Event Walk-in,459.34,318.87,Completed
ORD_5720,CUST_444,2025-04-07,Media Package,TikTok,446.34,293.04,Completed
ORD_5721,CUST_397,2024-10-26,Creative Studio,Instagram,138.54,88.71,Completed
ORD_5722,CUST_519,2024-03-23,Creative Studio,Partnership,471.41,284.35,Completed
ORD_5723,CUST_509,2024-09-17,Membership,Partnership,484.99,305.08,Completed
ORD_5724,CUST_1344,2024-06-30,Event Ticket,Referral,437.9,299.59,Completed
ORD_5725,CUST_115,2025-01-21,Workshop,Partnership,37.17,21.0,Completed
ORD_5726,CUST_310,2025-05-21,Media Package,Referral,265.48,181.04,Completed
ORD_5727,CUST_669,2024-08-06,Workshop,TikTok,29.17,11.09,Completed
ORD_5728,CUST_1494,2024-12-20,Corporate Package,TikTok,333.8,100.36,Completed
ORD_5729,CUST_294,2024-11-19,Media Package,Instagram,426.88,193.94,Completed
ORD_5730,CUST_944,2025-02-10,Event Ticket,Instagram,477.47,207.8,Completed
ORD_5731,CUST_803,2024-02-18,Membership,LinkedIn,112.73,58.97,Completed
ORD_5732,CUST_1476,2024-07-29,Membership,Event Walk-in,165.37,77.66,Completed
ORD_5733,CUST_865,2025-04-15,Media Package,Google Search,224.01,121.56,Completed
ORD_5734,CUST_1021,2024-03-11,Media Package,TikTok,417.62,200.74,Completed
ORD_5735,CUST_625,2024-09-02,Workshop,Instagram,197.42,136.24,Completed
ORD_5736,CUST_118,2024-04-08,Event Ticket,Event Walk-in,278.81,133.3,Refunded
ORD_5737,CUST_1469,2024-05-15,Creative Studio,Instagram,204.99,74.15,Completed
ORD_5738,CUST_9,2024-11-17,Event Ticket,Instagram,197.16,104.2,Completed
ORD_5739,CUST_1336,2025-01-19,Event Ticket,Instagram,94.74,36.25,Completed
ORD_5740,CUST_1020,2024-06-12,Event Ticket,Partnership,268.53,144.33,Completed
ORD_5741,CUST_734,2024-06-22,Creative Studio,Event Walk-in,48.87,17.12,Completed
ORD_5742,CUST_1382,2024-02-02,Workshop,Event Walk-in,258.85,100.97,Completed
ORD_5743,CUST_981,2024-03-19,Corporate Package,TikTok,337.38,193.32,Completed
ORD_5744,CUST_711,2025-06-19,Event Ticket,Event Walk-in,302.94,143.52,Completed
ORD_5745,CUST_958,2025-02-24,Membership,TikTok,244.71,91.32,Completed
ORD_5746,CUST_1199,2024-08-31,Media Package,Instagram,485.08,234.51,Completed
ORD_5747,CUST_728,2024-03-29,Media Package,Partnership,424.27,276.97,Completed
ORD_5748,CUST_143,2024-09-08,Workshop,LinkedIn,192.11,69.4,Completed
ORD_5749,CUST_10,2025-04-22,Workshop,Event Walk-in,158.45,93.74,Completed
ORD_5750,CUST_949,2024-11-09,Media Package,TikTok,246.73,131.57,Completed
ORD_5751,CUST_1299,2024-07-07,Event Ticket,LinkedIn,435.62,217.54,Completed
ORD_5752,CUST_341,2024-05-12,Event Ticket,Event Walk-in,225.42,144.38,Completed
ORD_5753,CUST_1017,2024-04-12,Workshop,LinkedIn,394.1,146.74,Cancelled
ORD_5754,CUST_1434,2024-01-10,Media Package,Google Search,486.33,215.29,Completed
ORD_5755,CUST_1022,2024-10-02,Media Package,Referral,353.04,164.19,Refunded
ORD_5756,CUST_1007,2024-01-29,Workshop,Google Search,137.16,95.5,Completed
ORD_5757,CUST_773,2024-11-24,Event Ticket,TikTok,260.06,170.52,Completed
ORD_5758,CUST_325,2024-01-07,Media Package,LinkedIn,442.2,299.8,Completed
ORD_5759,CUST_283,2024-04-22,Corporate Package,Google Search,134.75,67.93,Completed
ORD_5760,CUST_255,2024-03-23,Media Package,LinkedIn,177.07,58.79,Completed
ORD_5761,CUST_727,2024-11-07,Creative Studio,Instagram,38.04,14.13,Refunded
ORD_5762,CUST_904,2025-03-06,Media Package,TikTok,205.81,104.59,Completed
ORD_5763,CUST_1190,2025-02-08,Creative Studio,Instagram,43.9,21.69,Completed
ORD_5764,CUST_125,2024-04-27,Media Package,Event Walk-in,410.05,143.42,Completed
ORD_5765,CUST_845,2025-05-25,Event Ticket,LinkedIn,243.86,144.35,Completed
ORD_5766,CUST_365,2024-04-29,Media Package,Event Walk-in,136.27,79.97,Completed
ORD_5767,CUST_1451,2025-05-27,Creative Studio,Instagram,377.54,163.77,Completed
ORD_5768,CUST_1395,2025-03-11,Membership,Partnership,85.6,59.18,Completed
ORD_5769,CUST_983,2024-04-19,Event Ticket,Instagram,333.89,137.93,Completed
ORD_5770,CUST_15,2025-01-25,Partner Offer,Instagram,42.75,23.41,Completed
ORD_5771,CUST_212,2024-08-12,Partner Offer,LinkedIn,496.88,307.21,Completed
ORD_5772,CUST_1467,2025-05-21,Membership,TikTok,315.53,129.07,Completed
ORD_5773,CUST_949,2025-06-21,Media Package,TikTok,356.54,207.97,Completed
ORD_5774,CUST_30,2024-02-17,Event Ticket,Partnership,378.37,184.1,Completed
ORD_5775,CUST_418,2024-10-22,Media Package,TikTok,117.07,46.36,Cancelled
ORD_5776,CUST_253,2024-11-05,Membership,Instagram,352.47,121.71,Completed
ORD_5777,CUST_1232,2025-01-25,Event Ticket,Instagram,338.07,164.44,Completed
ORD_5778,CUST_769,2024-08-11,Event Ticket,Referral,67.89,39.13,Cancelled
ORD_5779,CUST_1463,2024-04-23,Event Ticket,Referral,106.89,65.08,Completed
ORD_5780,CUST_887,2024-04-09,Media Package,Partnership,152.87,63.6,Completed
ORD_5781,CUST_345,2024-04-14,Creative Studio,Event Walk-in,469.98,227.6,Completed
ORD_5782,CUST_1262,2024-08-20,Event Ticket,Event Walk-in,434.62,241.09,Completed
ORD_5783,CUST_549,2025-06-28,Workshop,TikTok,433.21,252.12,Completed
ORD_5784,CUST_653,2025-03-01,Membership,TikTok,152.95,97.65,Completed
ORD_5785,CUST_220,2024-09-13,Creative Studio,Google Search,381.55,199.45,Completed
ORD_5786,CUST_1372,2025-01-31,Media Package,Event Walk-in,361.46,152.28,Refunded
ORD_5787,CUST_856,2024-01-23,Membership,Event Walk-in,131.33,90.1,Completed
ORD_5788,CUST_727,2024-08-24,Event Ticket,Instagram,321.79,163.33,Completed
ORD_5789,CUST_671,2024-08-13,Media Package,Partnership,405.15,218.22,Completed
ORD_5790,CUST_150,2024-08-21,Creative Studio,Instagram,303.52,189.1,Completed
ORD_5791,CUST_1075,2024-03-21,Workshop,Referral,263.84,134.46,Completed
ORD_5792,CUST_417,2024-07-04,Workshop,Event Walk-in,143.93,67.94,Completed
ORD_5793,CUST_955,2024-04-26,Media Package,Event Walk-in,132.52,50.37,Completed
ORD_5794,CUST_755,2024-02-29,Creative Studio,LinkedIn,159.8,50.79,Completed
ORD_5795,CUST_532,2024-10-13,Event Ticket,Instagram,352.55,117.73,Refunded
ORD_5796,CUST_1274,2024-02-21,Creative Studio,LinkedIn,200.39,65.61,Refunded
ORD_5797,CUST_1413,2024-05-28,Media Package,Event Walk-in,127.45,73.54,Completed
ORD_5798,CUST_284,2025-04-07,Event Ticket,LinkedIn,72.33,35.4,Completed
ORD_5799,CUST_93,2024-10-14,Media Package,TikTok,375.67,212.59,Completed
ORD_5800,CUST_121,2024-01-21,Event Ticket,Event Walk-in,366.71,151.35,Completed
ORD_5801,CUST_830,2025-02-14,Media Package,LinkedIn,189.49,110.51,Completed
ORD_5802,CUST_1257,2025-05-06,Creative Studio,Instagram,356.64,207.62,Completed
ORD_5803,CUST_395,2025-06-17,Media Package,Instagram,153.68,91.39,Completed
ORD_5804,CUST_366,2025-05-03,Corporate Package,Referral,341.42,118.62,Completed
ORD_5805,CUST_663,2025-04-04,Media Package,Instagram,94.95,51.17,Completed
ORD_5806,CUST_1382,2024-06-14,Partner Offer,Event Walk-in,321.57,122.36,Completed
ORD_5807,CUST_975,2025-05-17,Event Ticket,TikTok,484.12,276.41,Completed
ORD_5808,CUST_392,2025-02-23,Workshop,Referral,286.67,130.79,Cancelled
ORD_5809,CUST_1105,2024-12-30,Media Package,TikTok,360.32,240.81,Completed
ORD_5810,CUST_1164,2024-04-14,Partner Offer,Referral,88.89,54.57,Refunded
ORD_5811,CUST_1406,2024-01-10,Creative Studio,Event Walk-in,394.45,193.93,Completed
ORD_5812,CUST_813,2024-11-16,Creative Studio,Event Walk-in,260.08,147.23,Completed
ORD_5813,CUST_940,2025-02-21,Membership,Google Search,179.98,117.89,Completed
ORD_5814,CUST_1192,2025-04-17,Partner Offer,Instagram,366.04,206.7,Completed
ORD_5815,CUST_985,2024-12-26,Creative Studio,Instagram,456.63,168.07,Completed
ORD_5816,CUST_480,2025-02-28,Event Ticket,TikTok,367.86,116.94,Completed
ORD_5817,CUST_861,2025-02-24,Membership,Instagram,471.76,276.2,Refunded
ORD_5818,CUST_739,2025-06-03,Event Ticket,TikTok,458.92,255.46,Completed
ORD_5819,CUST_61,2024-08-04,Media Package,Google Search,278.8,192.17,Completed
ORD_5820,CUST_187,2024-02-24,Creative Studio,LinkedIn,295.27,172.78,Cancelled
ORD_5821,CUST_306,2024-06-19,Media Package,Instagram,403.74,152.98,Completed
ORD_5822,CUST_1455,2024-07-31,Media Package,Event Walk-in,137.58,93.39,Completed
ORD_5823,CUST_293,2024-03-19,Creative Studio,TikTok,25.35,13.11,Completed
ORD_5824,CUST_946,2024-07-12,Workshop,TikTok,297.17,157.36,Completed
ORD_5825,CUST_1379,2024-04-27,Creative Studio,Event Walk-in,87.84,29.36,Completed
ORD_5826,CUST_994,2024-07-18,Creative Studio,TikTok,394.83,201.14,Completed
ORD_5827,CUST_332,2024-09-04,Event Ticket,Instagram,169.0,109.48,Completed
ORD_5828,CUST_498,2025-06-23,Creative Studio,Partnership,148.23,54.55,Completed
ORD_5829,CUST_697,2024-02-16,Creative Studio,LinkedIn,85.81,26.11,Completed
ORD_5830,CUST_1321,2024-02-27,Membership,TikTok,227.78,126.28,Completed
ORD_5831,CUST_1487,2024-12-31,Workshop,Partnership,487.26,291.76,Completed
ORD_5832,CUST_27,2024-12-06,Media Package,Instagram,416.56,228.88,Completed
ORD_5833,CUST_347,2025-03-07,Partner Offer,Google Search,402.83,174.72,Completed
ORD_5834,CUST_1358,2024-08-28,Media Package,Event Walk-in,380.63,116.69,Refunded
ORD_5835,CUST_1152,2024-05-06,Event Ticket,Instagram,400.6,140.71,Refunded
ORD_5836,CUST_427,2024-08-11,Media Package,Instagram,444.51,223.89,Completed
ORD_5837,CUST_727,2024-11-25,Workshop,Instagram,89.18,49.58,Refunded
ORD_5838,CUST_211,2024-04-18,Creative Studio,Instagram,394.0,221.95,Completed
ORD_5839,CUST_817,2024-07-07,Creative Studio,TikTok,390.75,137.22,Refunded
ORD_5840,CUST_302,2024-03-09,Media Package,Event Walk-in,75.42,34.66,Completed
ORD_5841,CUST_354,2024-09-17,Corporate Package,Google Search,448.59,174.77,Refunded
ORD_5842,CUST_125,2024-07-02,Partner Offer,Event Walk-in,482.2,273.38,Completed
ORD_5843,CUST_64,2024-07-05,Media Package,Partnership,403.57,264.25,Completed
ORD_5844,CUST_644,2024-02-08,Event Ticket,Instagram,368.7,208.32,Completed
ORD_5845,CUST_1341,2024-08-26,Media Package,TikTok,237.07,164.67,Completed
ORD_5846,CUST_692,2024-09-21,Event Ticket,Instagram,240.12,152.59,Completed
ORD_5847,CUST_495,2024-09-14,Creative Studio,Instagram,274.4,102.78,Completed
ORD_5848,CUST_688,2025-02-02,Membership,TikTok,128.08,78.04,Completed
ORD_5849,CUST_1429,2024-09-05,Event Ticket,Instagram,125.24,73.13,Completed
ORD_5850,CUST_912,2025-04-26,Media Package,Partnership,23.42,14.69,Completed
ORD_5851,CUST_1132,2024-12-11,Workshop,Referral,83.6,30.45,Completed
ORD_5852,CUST_73,2025-03-14,Media Package,Instagram,93.6,49.81,Completed
ORD_5853,CUST_351,2025-04-20,Event Ticket,Event Walk-in,117.82,71.74,Completed
ORD_5854,CUST_598,2024-02-02,Media Package,Instagram,280.11,190.42,Completed
ORD_5855,CUST_706,2024-06-29,Media Package,Event Walk-in,343.86,155.12,Completed
ORD_5856,CUST_436,2024-07-11,Creative Studio,Partnership,375.58,187.71,Refunded
ORD_5857,CUST_1189,2024-04-05,Creative Studio,TikTok,300.91,102.16,Completed
ORD_5858,CUST_163,2024-03-09,Corporate Package,Event Walk-in,182.65,75.91,Completed
ORD_5859,CUST_1204,2025-04-26,Membership,Google Search,466.8,320.81,Completed
ORD_5860,CUST_1411,2024-01-30,Media Package,Referral,399.09,179.59,Completed
ORD_5861,CUST_125,2025-05-05,Media Package,Event Walk-in,48.72,26.92,Completed
ORD_5862,CUST_627,2024-01-12,Media Package,TikTok,150.04,83.15,Completed
ORD_5863,CUST_461,2024-05-15,Media Package,Google Search,151.8,65.9,Completed
ORD_5864,CUST_1282,2024-10-03,Event Ticket,Event Walk-in,131.31,50.73,Completed
ORD_5865,CUST_136,2024-08-23,Workshop,Google Search,51.03,18.51,Completed
ORD_5866,CUST_1476,2024-09-08,Membership,Event Walk-in,496.68,289.34,Completed
ORD_5867,CUST_113,2024-11-16,Creative Studio,Instagram,420.15,153.69,Completed
ORD_5868,CUST_1253,2024-04-12,Media Package,Event Walk-in,417.44,281.05,Completed
ORD_5869,CUST_1392,2024-10-01,Event Ticket,TikTok,442.57,301.29,Completed
ORD_5870,CUST_357,2024-10-04,Event Ticket,TikTok,304.84,119.7,Cancelled
ORD_5871,CUST_544,2024-02-01,Event Ticket,Partnership,158.12,82.14,Completed
ORD_5872,CUST_875,2025-01-11,Event Ticket,Event Walk-in,489.35,178.2,Completed
ORD_5873,CUST_239,2025-03-25,Creative Studio,TikTok,280.11,157.43,Completed
ORD_5874,CUST_221,2024-04-03,Event Ticket,TikTok,342.28,220.76,Completed
ORD_5875,CUST_1488,2025-03-12,Media Package,Instagram,464.19,149.09,Cancelled
ORD_5876,CUST_595,2025-03-02,Partner Offer,Instagram,208.32,95.9,Completed
ORD_5877,CUST_1264,2024-10-18,Event Ticket,Event Walk-in,314.62,202.95,Completed
ORD_5878,CUST_1048,2024-07-16,Media Package,Instagram,205.05,100.01,Completed
ORD_5879,CUST_1098,2024-03-07,Corporate Package,Instagram,270.85,116.9,Completed
ORD_5880,CUST_768,2024-11-23,Creative Studio,TikTok,485.82,213.27,Completed
ORD_5881,CUST_725,2024-11-03,Corporate Package,Instagram,299.84,172.7,Cancelled
ORD_5882,CUST_1351,2024-02-27,Media Package,Event Walk-in,217.04,92.22,Completed
ORD_5883,CUST_1060,2025-01-29,Corporate Package,Google Search,420.92,214.18,Completed
ORD_5884,CUST_1157,2024-03-13,Event Ticket,Google Search,156.74,101.99,Completed
ORD_5885,CUST_947,2025-01-27,Creative Studio,TikTok,58.86,26.52,Completed
ORD_5886,CUST_1500,2024-06-28,Event Ticket,Instagram,307.13,173.37,Cancelled
ORD_5887,CUST_81,2024-09-04,Media Package,LinkedIn,404.08,270.35,Completed
ORD_5888,CUST_25,2025-03-19,Media Package,Event Walk-in,82.37,37.77,Refunded
ORD_5889,CUST_969,2025-03-09,Media Package,Instagram,299.93,132.48,Completed
ORD_5890,CUST_1321,2024-12-21,Membership,TikTok,116.38,61.44,Completed
ORD_5891,CUST_588,2024-04-05,Media Package,LinkedIn,383.49,250.29,Completed
ORD_5892,CUST_795,2024-03-07,Media Package,Instagram,325.25,110.18,Completed
ORD_5893,CUST_512,2024-07-15,Media Package,Event Walk-in,349.77,137.18,Completed
ORD_5894,CUST_141,2024-08-24,Workshop,Instagram,175.76,95.26,Completed
ORD_5895,CUST_702,2024-10-14,Media Package,TikTok,46.21,31.37,Refunded
ORD_5896,CUST_94,2024-10-28,Event Ticket,TikTok,475.53,262.36,Completed
ORD_5897,CUST_354,2024-06-30,Media Package,Google Search,430.74,192.15,Completed
ORD_5898,CUST_1225,2025-02-23,Membership,Partnership,116.33,64.32,Completed
ORD_5899,CUST_55,2025-06-13,Media Package,Partnership,29.85,18.01,Completed
ORD_5900,CUST_614,2024-08-31,Membership,TikTok,347.63,183.78,Completed
ORD_5901,CUST_597,2024-04-14,Partner Offer,Partnership,30.49,19.84,Completed
ORD_5902,CUST_1197,2025-01-25,Creative Studio,TikTok,363.07,143.3,Completed
ORD_5903,CUST_148,2024-02-08,Media Package,TikTok,334.79,131.23,Completed
ORD_5904,CUST_576,2025-01-05,Workshop,TikTok,448.94,298.03,Completed
ORD_5905,CUST_760,2024-09-12,Media Package,Google Search,110.99,70.61,Completed
ORD_5906,CUST_840,2024-05-16,Media Package,Instagram,241.25,161.68,Completed
ORD_5907,CUST_663,2025-04-05,Membership,Instagram,72.76,39.65,Completed
ORD_5908,CUST_1238,2024-01-23,Media Package,Event Walk-in,402.98,252.59,Completed
ORD_5909,CUST_1200,2025-06-19,Workshop,TikTok,353.76,169.29,Cancelled
ORD_5910,CUST_904,2024-10-05,Corporate Package,TikTok,327.93,140.51,Refunded
ORD_5911,CUST_1214,2024-01-09,Membership,Event Walk-in,221.01,130.84,Completed
ORD_5912,CUST_989,2025-03-08,Membership,Instagram,460.52,289.35,Completed
ORD_5913,CUST_525,2024-04-08,Corporate Package,LinkedIn,436.35,195.96,Completed
ORD_5914,CUST_480,2024-12-02,Event Ticket,TikTok,37.13,16.55,Completed
ORD_5915,CUST_795,2025-06-19,Membership,Instagram,54.41,30.58,Completed
ORD_5916,CUST_949,2024-12-14,Membership,TikTok,136.3,90.7,Completed
ORD_5917,CUST_1336,2025-04-11,Membership,Instagram,49.31,19.35,Completed
ORD_5918,CUST_1164,2024-10-18,Workshop,Referral,125.37,49.55,Completed
ORD_5919,CUST_529,2025-02-15,Media Package,Instagram,337.87,134.06,Completed
ORD_5920,CUST_700,2025-03-20,Creative Studio,Instagram,72.2,41.93,Completed
ORD_5921,CUST_1292,2024-09-21,Media Package,Event Walk-in,171.13,79.65,Completed
ORD_5922,CUST_986,2024-04-19,Media Package,Instagram,165.14,62.4,Refunded
ORD_5923,CUST_148,2024-01-23,Corporate Package,TikTok,258.2,164.97,Refunded
ORD_5924,CUST_1404,2025-03-19,Media Package,TikTok,311.12,179.28,Completed
ORD_5925,CUST_467,2024-09-24,Media Package,Instagram,401.4,223.78,Refunded
ORD_5926,CUST_1297,2024-03-23,Event Ticket,Google Search,468.46,156.7,Completed
ORD_5927,CUST_571,2025-06-20,Membership,Instagram,334.03,170.14,Cancelled
ORD_5928,CUST_51,2025-04-03,Event Ticket,Instagram,375.23,136.19,Completed
ORD_5929,CUST_597,2025-01-02,Creative Studio,Partnership,267.7,161.82,Completed
ORD_5930,CUST_1074,2024-01-01,Media Package,Instagram,91.94,48.71,Completed
ORD_5931,CUST_395,2025-06-01,Creative Studio,Instagram,220.6,112.65,Completed
ORD_5932,CUST_559,2024-04-08,Creative Studio,Partnership,116.37,50.04,Completed
ORD_5933,CUST_1498,2024-09-24,Media Package,TikTok,470.57,274.4,Completed
ORD_5934,CUST_1092,2024-07-04,Membership,TikTok,317.82,108.76,Completed
ORD_5935,CUST_1361,2025-01-11,Media Package,Event Walk-in,71.07,42.76,Completed
ORD_5936,CUST_1127,2025-03-21,Media Package,Instagram,391.71,200.28,Completed
ORD_5937,CUST_901,2024-10-11,Creative Studio,TikTok,39.18,25.79,Refunded
ORD_5938,CUST_707,2024-12-09,Workshop,Instagram,374.53,178.34,Completed
ORD_5939,CUST_1336,2024-08-22,Media Package,Instagram,320.52,161.69,Completed
